video_id,generic_m3u8_link,html_link,date,processed_transcript_text_link
slovakia_9_32_1_18022025,https://tv.nrsr.sk/archiv/schodza/9/32?MeetingDate=18022025&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/32?MeetingDate=18022025&DisplayChairman=true,18022025,https://tv.nrsr.sk/archiv/schodza/9/32?MeetingDate=18022025&DisplayChairman=true
slovakia_9_32_2_19022025,https://tv.nrsr.sk/archiv/schodza/9/32?MeetingDate=19022025&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/32?MeetingDate=19022025&DisplayChairman=true,19022025,https://tv.nrsr.sk/archiv/schodza/9/32?MeetingDate=19022025&DisplayChairman=true
slovakia_9_31_1_18022025,https://tv.nrsr.sk/archiv/schodza/9/31?MeetingDate=18022025&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/31?MeetingDate=18022025&DisplayChairman=true,18022025,https://tv.nrsr.sk/archiv/schodza/9/31?MeetingDate=18022025&DisplayChairman=true
slovakia_9_31_2_19022025,https://tv.nrsr.sk/archiv/schodza/9/31?MeetingDate=19022025&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/31?MeetingDate=19022025&DisplayChairman=true,19022025,https://tv.nrsr.sk/archiv/schodza/9/31?MeetingDate=19022025&DisplayChairman=true
slovakia_9_30_1_04022025,https://tv.nrsr.sk/archiv/schodza/9/30?MeetingDate=04022025&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/30?MeetingDate=04022025&DisplayChairman=true,4022025,https://tv.nrsr.sk/archiv/schodza/9/30?MeetingDate=04022025&DisplayChairman=true
slovakia_9_30_2_05022025,https://tv.nrsr.sk/archiv/schodza/9/30?MeetingDate=05022025&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/30?MeetingDate=05022025&DisplayChairman=true,5022025,https://tv.nrsr.sk/archiv/schodza/9/30?MeetingDate=05022025&DisplayChairman=true
slovakia_9_29_1_27012025,https://tv.nrsr.sk/archiv/schodza/9/29?MeetingDate=27012025&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/29?MeetingDate=27012025&DisplayChairman=true,27012025,https://tv.nrsr.sk/archiv/schodza/9/29?MeetingDate=27012025&DisplayChairman=true
slovakia_9_29_2_29012025,https://tv.nrsr.sk/archiv/schodza/9/29?MeetingDate=29012025&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/29?MeetingDate=29012025&DisplayChairman=true,29012025,https://tv.nrsr.sk/archiv/schodza/9/29?MeetingDate=29012025&DisplayChairman=true
slovakia_9_28_1_16012025,https://tv.nrsr.sk/archiv/schodza/9/28?MeetingDate=16012025&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/28?MeetingDate=16012025&DisplayChairman=true,16012025,https://tv.nrsr.sk/archiv/schodza/9/28?MeetingDate=16012025&DisplayChairman=true
slovakia_9_27_1_09012025,https://tv.nrsr.sk/archiv/schodza/9/27?MeetingDate=09012025&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/27?MeetingDate=09012025&DisplayChairman=true,9012025,https://tv.nrsr.sk/archiv/schodza/9/27?MeetingDate=09012025&DisplayChairman=true
slovakia_9_27_2_15012025,https://tv.nrsr.sk/archiv/schodza/9/27?MeetingDate=15012025&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/27?MeetingDate=15012025&DisplayChairman=true,15012025,https://tv.nrsr.sk/archiv/schodza/9/27?MeetingDate=15012025&DisplayChairman=true
slovakia_9_26_1_05122024,https://tv.nrsr.sk/archiv/schodza/9/26?MeetingDate=05122024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/26?MeetingDate=05122024&DisplayChairman=true,5122024,https://tv.nrsr.sk/archiv/schodza/9/26?MeetingDate=05122024&DisplayChairman=true
slovakia_9_25_1_02122024,https://tv.nrsr.sk/archiv/schodza/9/25?MeetingDate=02122024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/25?MeetingDate=02122024&DisplayChairman=true,2122024,https://tv.nrsr.sk/archiv/schodza/9/25?MeetingDate=02122024&DisplayChairman=true
slovakia_9_25_2_03122024,https://tv.nrsr.sk/archiv/schodza/9/25?MeetingDate=03122024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/25?MeetingDate=03122024&DisplayChairman=true,3122024,https://tv.nrsr.sk/archiv/schodza/9/25?MeetingDate=03122024&DisplayChairman=true
slovakia_9_24_1_25112024,https://tv.nrsr.sk/archiv/schodza/9/24?MeetingDate=25112024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/24?MeetingDate=25112024&DisplayChairman=true,25112024,https://tv.nrsr.sk/archiv/schodza/9/24?MeetingDate=25112024&DisplayChairman=true
slovakia_9_23_1_25112024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=25112024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=25112024&DisplayChairman=true,25112024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=25112024&DisplayChairman=true
slovakia_9_23_2_26112024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=26112024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=26112024&DisplayChairman=true,26112024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=26112024&DisplayChairman=true
slovakia_9_23_3_27112024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=27112024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=27112024&DisplayChairman=true,27112024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=27112024&DisplayChairman=true
slovakia_9_23_4_28112024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=28112024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=28112024&DisplayChairman=true,28112024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=28112024&DisplayChairman=true
slovakia_9_23_5_29112024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=29112024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=29112024&DisplayChairman=true,29112024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=29112024&DisplayChairman=true
slovakia_9_23_6_02122024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=02122024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=02122024&DisplayChairman=true,2122024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=02122024&DisplayChairman=true
slovakia_9_23_7_03122024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=03122024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=03122024&DisplayChairman=true,3122024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=03122024&DisplayChairman=true
slovakia_9_23_8_04122024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=04122024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=04122024&DisplayChairman=true,4122024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=04122024&DisplayChairman=true
slovakia_9_23_9_05122024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=05122024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=05122024&DisplayChairman=true,5122024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=05122024&DisplayChairman=true
slovakia_9_23_10_09122024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=09122024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=09122024&DisplayChairman=true,9122024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=09122024&DisplayChairman=true
slovakia_9_23_11_10122024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=10122024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=10122024&DisplayChairman=true,10122024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=10122024&DisplayChairman=true
slovakia_9_23_12_11122024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=11122024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=11122024&DisplayChairman=true,11122024,https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=11122024&DisplayChairman=true
slovakia_9_22_1_22102024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=22102024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=22102024&DisplayChairman=true,22102024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=22102024&DisplayChairman=true
slovakia_9_22_2_23102024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=23102024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=23102024&DisplayChairman=true,23102024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=23102024&DisplayChairman=true
slovakia_9_22_3_24102024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=24102024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=24102024&DisplayChairman=true,24102024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=24102024&DisplayChairman=true
slovakia_9_22_4_25102024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=25102024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=25102024&DisplayChairman=true,25102024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=25102024&DisplayChairman=true
slovakia_9_22_5_28102024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=28102024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=28102024&DisplayChairman=true,28102024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=28102024&DisplayChairman=true
slovakia_9_22_6_29102024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=29102024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=29102024&DisplayChairman=true,29102024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=29102024&DisplayChairman=true
slovakia_9_22_7_30102024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=30102024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=30102024&DisplayChairman=true,30102024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=30102024&DisplayChairman=true
slovakia_9_22_8_04112024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=04112024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=04112024&DisplayChairman=true,4112024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=04112024&DisplayChairman=true
slovakia_9_22_9_05112024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=05112024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=05112024&DisplayChairman=true,5112024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=05112024&DisplayChairman=true
slovakia_9_22_10_06112024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=06112024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=06112024&DisplayChairman=true,6112024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=06112024&DisplayChairman=true
slovakia_9_22_11_07112024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=07112024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=07112024&DisplayChairman=true,7112024,https://tv.nrsr.sk/archiv/schodza/9/22?MeetingDate=07112024&DisplayChairman=true
slovakia_9_21_1_17092024,https://tv.nrsr.sk/archiv/schodza/9/21?MeetingDate=17092024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/21?MeetingDate=17092024&DisplayChairman=true,17092024,https://tv.nrsr.sk/archiv/schodza/9/21?MeetingDate=17092024&DisplayChairman=true
slovakia_9_20_1_12092024,https://tv.nrsr.sk/archiv/schodza/9/20?MeetingDate=12092024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/20?MeetingDate=12092024&DisplayChairman=true,12092024,https://tv.nrsr.sk/archiv/schodza/9/20?MeetingDate=12092024&DisplayChairman=true
slovakia_9_19_1_10092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=10092024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=10092024&DisplayChairman=true,10092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=10092024&DisplayChairman=true
slovakia_9_19_2_11092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=11092024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=11092024&DisplayChairman=true,11092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=11092024&DisplayChairman=true
slovakia_9_19_3_13092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=13092024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=13092024&DisplayChairman=true,13092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=13092024&DisplayChairman=true
slovakia_9_19_4_17092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=17092024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=17092024&DisplayChairman=true,17092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=17092024&DisplayChairman=true
slovakia_9_19_5_18092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=18092024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=18092024&DisplayChairman=true,18092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=18092024&DisplayChairman=true
slovakia_9_19_6_19092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=19092024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=19092024&DisplayChairman=true,19092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=19092024&DisplayChairman=true
slovakia_9_19_7_20092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=20092024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=20092024&DisplayChairman=true,20092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=20092024&DisplayChairman=true
slovakia_9_19_8_24092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=24092024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=24092024&DisplayChairman=true,24092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=24092024&DisplayChairman=true
slovakia_9_19_9_25092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=25092024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=25092024&DisplayChairman=true,25092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=25092024&DisplayChairman=true
slovakia_9_19_10_26092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=26092024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=26092024&DisplayChairman=true,26092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=26092024&DisplayChairman=true
slovakia_9_19_11_27092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=27092024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=27092024&DisplayChairman=true,27092024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=27092024&DisplayChairman=true
slovakia_9_19_12_01102024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=01102024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=01102024&DisplayChairman=true,1102024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=01102024&DisplayChairman=true
slovakia_9_19_13_02102024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=02102024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=02102024&DisplayChairman=true,2102024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=02102024&DisplayChairman=true
slovakia_9_19_14_03102024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=03102024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=03102024&DisplayChairman=true,3102024,https://tv.nrsr.sk/archiv/schodza/9/19?MeetingDate=03102024&DisplayChairman=true
slovakia_9_18_1_20082024,https://tv.nrsr.sk/archiv/schodza/9/18?MeetingDate=20082024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/18?MeetingDate=20082024&DisplayChairman=true,20082024,https://tv.nrsr.sk/archiv/schodza/9/18?MeetingDate=20082024&DisplayChairman=true
slovakia_9_18_2_21082024,https://tv.nrsr.sk/archiv/schodza/9/18?MeetingDate=21082024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/18?MeetingDate=21082024&DisplayChairman=true,21082024,https://tv.nrsr.sk/archiv/schodza/9/18?MeetingDate=21082024&DisplayChairman=true
slovakia_9_17_1_20082024,https://tv.nrsr.sk/archiv/schodza/9/17?MeetingDate=20082024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/17?MeetingDate=20082024&DisplayChairman=true,20082024,https://tv.nrsr.sk/archiv/schodza/9/17?MeetingDate=20082024&DisplayChairman=true
slovakia_9_17_2_21082024,https://tv.nrsr.sk/archiv/schodza/9/17?MeetingDate=21082024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/17?MeetingDate=21082024&DisplayChairman=true,21082024,https://tv.nrsr.sk/archiv/schodza/9/17?MeetingDate=21082024&DisplayChairman=true
slovakia_9_16_1_15072024,https://tv.nrsr.sk/archiv/schodza/9/16?MeetingDate=15072024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/16?MeetingDate=15072024&DisplayChairman=true,15072024,https://tv.nrsr.sk/archiv/schodza/9/16?MeetingDate=15072024&DisplayChairman=true
slovakia_9_16_2_16072024,https://tv.nrsr.sk/archiv/schodza/9/16?MeetingDate=16072024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/16?MeetingDate=16072024&DisplayChairman=true,16072024,https://tv.nrsr.sk/archiv/schodza/9/16?MeetingDate=16072024&DisplayChairman=true
slovakia_9_15_1_11062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=11062024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=11062024&DisplayChairman=true,11062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=11062024&DisplayChairman=true
slovakia_9_15_2_12062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=12062024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=12062024&DisplayChairman=true,12062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=12062024&DisplayChairman=true
slovakia_9_15_3_13062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=13062024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=13062024&DisplayChairman=true,13062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=13062024&DisplayChairman=true
slovakia_9_15_4_14062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=14062024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=14062024&DisplayChairman=true,14062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=14062024&DisplayChairman=true
slovakia_9_15_5_18062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=18062024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=18062024&DisplayChairman=true,18062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=18062024&DisplayChairman=true
slovakia_9_15_6_19062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=19062024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=19062024&DisplayChairman=true,19062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=19062024&DisplayChairman=true
slovakia_9_15_7_20062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=20062024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=20062024&DisplayChairman=true,20062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=20062024&DisplayChairman=true
slovakia_9_15_8_21062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=21062024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=21062024&DisplayChairman=true,21062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=21062024&DisplayChairman=true
slovakia_9_15_9_25062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=25062024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=25062024&DisplayChairman=true,25062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=25062024&DisplayChairman=true
slovakia_9_15_10_26062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=26062024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=26062024&DisplayChairman=true,26062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=26062024&DisplayChairman=true
slovakia_9_15_11_27062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=27062024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=27062024&DisplayChairman=true,27062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=27062024&DisplayChairman=true
slovakia_9_15_12_28062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=28062024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=28062024&DisplayChairman=true,28062024,https://tv.nrsr.sk/archiv/schodza/9/15?MeetingDate=28062024&DisplayChairman=true
slovakia_9_14_1_15052024,https://tv.nrsr.sk/archiv/schodza/9/14?MeetingDate=15052024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/14?MeetingDate=15052024&DisplayChairman=true,15052024,https://tv.nrsr.sk/archiv/schodza/9/14?MeetingDate=15052024&DisplayChairman=true
slovakia_9_14_2_22052024,https://tv.nrsr.sk/archiv/schodza/9/14?MeetingDate=22052024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/14?MeetingDate=22052024&DisplayChairman=true,22052024,https://tv.nrsr.sk/archiv/schodza/9/14?MeetingDate=22052024&DisplayChairman=true
slovakia_9_13_1_09052024,https://tv.nrsr.sk/archiv/schodza/9/13?MeetingDate=09052024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/13?MeetingDate=09052024&DisplayChairman=true,9052024,https://tv.nrsr.sk/archiv/schodza/9/13?MeetingDate=09052024&DisplayChairman=true
slovakia_9_12_1_16042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=16042024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=16042024&DisplayChairman=true,16042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=16042024&DisplayChairman=true
slovakia_9_12_2_17042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=17042024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=17042024&DisplayChairman=true,17042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=17042024&DisplayChairman=true
slovakia_9_12_3_18042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=18042024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=18042024&DisplayChairman=true,18042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=18042024&DisplayChairman=true
slovakia_9_12_4_19042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=19042024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=19042024&DisplayChairman=true,19042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=19042024&DisplayChairman=true
slovakia_9_12_5_23042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=23042024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=23042024&DisplayChairman=true,23042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=23042024&DisplayChairman=true
slovakia_9_12_6_24042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=24042024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=24042024&DisplayChairman=true,24042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=24042024&DisplayChairman=true
slovakia_9_12_7_25042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=25042024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=25042024&DisplayChairman=true,25042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=25042024&DisplayChairman=true
slovakia_9_12_8_26042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=26042024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=26042024&DisplayChairman=true,26042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=26042024&DisplayChairman=true
slovakia_9_12_9_30042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=30042024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=30042024&DisplayChairman=true,30042024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=30042024&DisplayChairman=true
slovakia_9_12_10_02052024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=02052024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=02052024&DisplayChairman=true,2052024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=02052024&DisplayChairman=true
slovakia_9_12_11_03052024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=03052024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=03052024&DisplayChairman=true,3052024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=03052024&DisplayChairman=true
slovakia_9_12_12_07052024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=07052024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=07052024&DisplayChairman=true,7052024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=07052024&DisplayChairman=true
slovakia_9_12_13_09052024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=09052024&DisplayChairman=true,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=09052024&DisplayChairman=true,9052024,https://tv.nrsr.sk/archiv/schodza/9/12?MeetingDate=09052024&DisplayChairman=true
