original_url,m3u8_url,video_id,timestamp
https://tv.nrsr.sk/archiv/schodza/6/21?MeetingDate=28062013&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20130628_085521_135126.mp4/playlist.m3u8,slovakia_6_21_8_28062013,2025-03-26 16:02:21
https://tv.nrsr.sk/archiv/schodza/7/58?MeetingDate=25022020&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20200225_085502_120243.mp4/playlist.m3u8,slovakia_7_58_4_25022020,2025-03-26 16:03:05
https://tv.nrsr.sk/archiv/schodza/7/4?MeetingDate=24052016&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20160524_085513_120014.mp4/playlist.m3u8,slovakia_7_4_5_24052016,2025-03-26 16:03:24
https://tv.nrsr.sk/archiv/schodza/7/4?MeetingDate=25052016&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20160525_085438_120016.mp4/playlist.m3u8,slovakia_7_4_6_25052016,2025-03-26 16:06:05
https://tv.nrsr.sk/archiv/schodza/6/21?MeetingDate=01072013&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20130701_105507_182028.mp4/playlist.m3u8,slovakia_6_21_9_01072013,2025-03-26 16:06:13
https://tv.nrsr.sk/archiv/schodza/7/57?MeetingDate=21012020&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20200121_125554_160916.mp4/playlist.m3u8,slovakia_7_57_1_21012020,2025-03-26 16:06:32
https://tv.nrsr.sk/archiv/schodza/7/3?MeetingDate=27042016&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20160427_085510_120417.mp4/playlist.m3u8,slovakia_7_3_1_27042016,2025-03-26 16:08:46
https://tv.nrsr.sk/archiv/schodza/7/56?MeetingDate=05122019&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20191205_163154_192625.mp4/playlist.m3u8,slovakia_7_56_1_05122019,2025-03-26 16:09:47
https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=02122024&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20241202_100605_130057.mp4/playlist.m3u8,slovakia_9_23_6_02122024,2025-03-26 16:11:27
https://tv.nrsr.sk/archiv/schodza/7/3?MeetingDate=28042016&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20160428_085538_120040.mp4/playlist.m3u8,slovakia_7_3_2_28042016,2025-03-26 16:11:30
https://tv.nrsr.sk/archiv/schodza/6/21?MeetingDate=02072013&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20130702_085506_111837.mp4/playlist.m3u8,slovakia_6_21_10_02072013,2025-03-26 16:11:47
https://tv.nrsr.sk/archiv/schodza/8/75?MeetingDate=09112022&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20221109_085503_125244.mp4/playlist.m3u8,slovakia_8_75_8_09112022,2025-03-26 16:12:10
https://tv.nrsr.sk/archiv/schodza/7/53?MeetingDate=26112019&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20191126_125502_190930.mp4/playlist.m3u8,slovakia_7_53_1_26112019,2025-03-26 16:14:09
https://tv.nrsr.sk/archiv/schodza/7/2?MeetingDate=18042016&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20160418_125535_173313.mp4/playlist.m3u8,slovakia_7_2_1_18042016,2025-03-26 16:14:11
https://tv.nrsr.sk/archiv/schodza/6/20?MeetingDate=17062013&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20130617_125514_215236.mp4/playlist.m3u8,slovakia_6_20_1_17062013,2025-03-26 16:14:16
https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=03122024&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20241203_095934_124556.mp4/playlist.m3u8,slovakia_9_23_7_03122024,2025-03-26 16:15:41
https://tv.nrsr.sk/archiv/schodza/7/2?MeetingDate=19042016&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20160419_095513_130645.mp4/playlist.m3u8,slovakia_7_2_2_19042016,2025-03-26 16:18:05
https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=04122024&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20241204_085922_124405.mp4/playlist.m3u8,slovakia_9_23_8_04122024,2025-03-26 16:19:54
https://tv.nrsr.sk/archiv/schodza/7/53?MeetingDate=27112019&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20191127_085515_120358.mp4/playlist.m3u8,slovakia_7_53_2_27112019,2025-03-26 16:20:10
https://tv.nrsr.sk/archiv/schodza/8/75?MeetingDate=10112022&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20221110_085536_120306.mp4/playlist.m3u8,slovakia_8_75_9_10112022,2025-03-26 16:20:44
https://tv.nrsr.sk/archiv/schodza/7/2?MeetingDate=20042016&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20160420_085547_130732.mp4/playlist.m3u8,slovakia_7_2_3_20042016,2025-03-26 16:20:50
