video_id,generic_video_link,title,processed_transcript_text_link
montenegro_104_23042024,https://www.youtube.com/watch?v=L-z37kae0kw,Treća - posebna sjednica Prvog redovnog (proljećnjeg) zasijedanja u 2024. godini (sedmi dan),https://www.skupstina.me/en/chronology-of-discussions/381
montenegro_105_22042024,https://www.youtube.com/watch?v=L-z37kae0kw,Treća - posebna sjednica Prvog redovnog (proljećnjeg) zasijedanja u 2024. godini (šesti dan),https://www.skupstina.me/en/chronology-of-discussions/380
montenegro_106_19042024,https://www.youtube.com/watch?v=L-z37kae0kw,Treća - posebna sjednica Prvog redovnog (proljećnjeg) zasijedanja u 2024. godini (peti dan),https://www.skupstina.me/en/chronology-of-discussions/375
montenegro_107_18042024,https://www.youtube.com/watch?v=L-z37kae0kw,Peta sjednica Prvog redovnog (proljećnjeg) zasijedanja u 2024. godini (prvi dan),https://www.skupstina.me/en/chronology-of-discussions/377
montenegro_108_16042024,https://www.youtube.com/watch?v=L-z37kae0kw,Treća - posebna sjednica Prvog redovnog (proljećnjeg) zasijedanja u 2024. godini (četvrti dan),https://www.skupstina.me/en/chronology-of-discussions/373
montenegro_109_15042024,https://www.youtube.com/watch?v=L-z37kae0kw,Treća - posebna sjednica Prvog redovnog (proljećnjeg) zasijedanja u 2024. godini (treći dan),https://www.skupstina.me/en/chronology-of-discussions/376
montenegro_110_09042024,https://www.youtube.com/watch?v=L-z37kae0kw,Treća - posebna sjednica Prvog redovnog (proljećnjeg) zasijedanja u 2024. godini (drugi dan),https://www.skupstina.me/en/chronology-of-discussions/371
montenegro_111_05042024,https://www.youtube.com/watch?v=L-z37kae0kw,Treća - posebna sjednica Prvog redovnog (proljećnjeg) zasijedanja u 2024. godini (prvi dan),https://www.skupstina.me/en/chronology-of-discussions/372
montenegro_112_04042024,https://www.youtube.com/watch?v=L-z37kae0kw,Druga sjednica Prvog redovnog (proljećnjeg) zasijedanja u 2024. godini (šesti dan),https://www.skupstina.me/en/chronology-of-discussions/370
montenegro_113_22032024,https://www.youtube.com/watch?v=L-z37kae0kw,Druga sjednica Prvog redovnog (proljećnjeg) zasijedanja u 2024. godini (peti dan),https://www.skupstina.me/en/chronology-of-discussions/369
montenegro_114_18032024,https://www.youtube.com/watch?v=L-z37kae0kw,Druga sjednica Prvog redovnog (proljećnjeg) zasijedanja u 2024. godini (četvrti dan),https://www.skupstina.me/en/chronology-of-discussions/367
