transcript_id,processed_transcript_text_link_disabled,transcript_title,date,video_id,processed_video_link,video_title,merged_id
slovenia_2022_2_redna_0_26092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=54CCAD9E8A5B3A88C12588CD004E3D05,2. redna seja Državnega zbora,26092022,slovenia_2_Redna_1_26092022,https://365.rtvslo.si/embed/%0A174903516?a=1&d=1,Državni zbor (2. Redna),slovenia_2022_2_redna_0_26092022_slovenia_2_Redna_1_26092022
slovenia_2022_2_redna_0_26092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=54CCAD9E8A5B3A88C12588CD004E3D05,2. redna seja Državnega zbora,26092022,slovenia_2_Redna_2_26092022,https://365.rtvslo.si/embed/%0A174903547?a=1&d=1,Državni zbor (2. Redna),slovenia_2022_2_redna_0_26092022_slovenia_2_Redna_2_26092022
slovenia_2022_2_redna_1_27092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=C4D0770D2C943AE5C125890B005098A4,2. redna seja Državnega zbora,27092022,slovenia_2_Redna_0_27092022,https://365.rtvslo.si/embed/174903477?a=1&d=1,Državni zbor (2. Redna),slovenia_2022_2_redna_1_27092022_slovenia_2_Redna_0_27092022
slovenia_2022_2_redna_1_27092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=C4D0770D2C943AE5C125890B005098A4,2. redna seja Državnega zbora,27092022,slovenia_2_Redna_1_27092022,https://365.rtvslo.si/embed/174903516?a=1&d=1,Državni zbor (2. Redna),slovenia_2022_2_redna_1_27092022_slovenia_2_Redna_1_27092022
slovenia_2022_2_redna_1_27092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=C4D0770D2C943AE5C125890B005098A4,2. redna seja Državnega zbora,27092022,slovenia_2_Redna_2_27092022,https://365.rtvslo.si/embed/174903547?a=1&d=1,Državni zbor (2. Redna),slovenia_2022_2_redna_1_27092022_slovenia_2_Redna_2_27092022
slovenia_2022_2_redna_2_28092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=23C7269B693047BBC12588D1003E43C5,2. redna seja Državnega zbora,28092022,slovenia_2_Redna_0_28092022,https://365.rtvslo.si/embed/174903477?a=1&d=1,Državni zbor (2. Redna),slovenia_2022_2_redna_2_28092022_slovenia_2_Redna_0_28092022
slovenia_2022_2_redna_2_28092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=23C7269B693047BBC12588D1003E43C5,2. redna seja Državnega zbora,28092022,slovenia_2_Redna_1_28092022,https://365.rtvslo.si/embed/174903516?a=1&d=1,Državni zbor (2. Redna),slovenia_2022_2_redna_2_28092022_slovenia_2_Redna_1_28092022
slovenia_2022_2_redna_2_28092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=23C7269B693047BBC12588D1003E43C5,2. redna seja Državnega zbora,28092022,slovenia_2_Redna_2_28092022,https://365.rtvslo.si/embed/174903547?a=1&d=1,Državni zbor (2. Redna),slovenia_2022_2_redna_2_28092022_slovenia_2_Redna_2_28092022
slovenia_2022_2_redna_3_29092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=455B32CCA0B37A92C12588EF00564792,2. redna seja Državnega zbora,29092022,slovenia_2_Redna_0_29092022,https://365.rtvslo.si/embed/174903477?a=1&d=1,Državni zbor (2. Redna),slovenia_2022_2_redna_3_29092022_slovenia_2_Redna_0_29092022
slovenia_2022_2_redna_3_29092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=455B32CCA0B37A92C12588EF00564792,2. redna seja Državnega zbora,29092022,slovenia_2_Redna_1_29092022,https://365.rtvslo.si/embed/174903516?a=1&d=1,Državni zbor (2. Redna),slovenia_2022_2_redna_3_29092022_slovenia_2_Redna_1_29092022
slovenia_2022_2_redna_3_29092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=455B32CCA0B37A92C12588EF00564792,2. redna seja Državnega zbora,29092022,slovenia_2_Redna_2_29092022,https://365.rtvslo.si/embed/174903547?a=1&d=1,Državni zbor (2. Redna),slovenia_2022_2_redna_3_29092022_slovenia_2_Redna_2_29092022
slovenia_2022_2_redna_4_30092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=7354DC8FF24D4D34C12589050040B655,2. redna seja Državnega zbora,30092022,slovenia_2_Redna_0_30092022,https://365.rtvslo.si/embed/174903477?a=1&d=1,Državni zbor (2. Redna),slovenia_2022_2_redna_4_30092022_slovenia_2_Redna_0_30092022
slovenia_2022_2_redna_4_30092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=7354DC8FF24D4D34C12589050040B655,2. redna seja Državnega zbora,30092022,slovenia_2_Redna_1_30092022,https://365.rtvslo.si/embed/174903516?a=1&d=1,Državni zbor (2. Redna),slovenia_2022_2_redna_4_30092022_slovenia_2_Redna_1_30092022
slovenia_2022_2_redna_4_30092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=7354DC8FF24D4D34C12589050040B655,2. redna seja Državnega zbora,30092022,slovenia_2_Redna_2_30092022,https://365.rtvslo.si/embed/174903547?a=1&d=1,Državni zbor (2. Redna),slovenia_2022_2_redna_4_30092022_slovenia_2_Redna_2_30092022
slovenia_2022_2_redna_5_04102022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=0405045A78452324C125892D003155B1,2. redna seja Državnega zbora,04102022,slovenia_2_Redna_0_04102022,https://365.rtvslo.si/embed/174903547?a=1&d=1,Državni zbor (2. Redna),slovenia_2022_2_redna_5_04102022_slovenia_2_Redna_0_04102022
slovenia_2022_17_izredna_0_23092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=mag&uid=A7BD7E73F1E2FC40C12588C6003573CF,17. izredna seja Državnega zbora,23092022,slovenia_17_Izredna_0_23092022,https://365.rtvslo.si/embed/174901210?a=1&d=1,Državni zbor (17. Izredna),slovenia_2022_17_izredna_0_23092022_slovenia_17_Izredna_0_23092022
slovenia_2022_17_izredna_0_23092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=mag&uid=A7BD7E73F1E2FC40C12588C6003573CF,17. izredna seja Državnega zbora,23092022,slovenia_17_Izredna_1_23092022,https://365.rtvslo.si/embed/%0A174901285?a=1&d=1,Državni zbor (17. Izredna),slovenia_2022_17_izredna_0_23092022_slovenia_17_Izredna_1_23092022
slovenia_2022_17_izredna_0_23092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=mag&uid=A7BD7E73F1E2FC40C12588C6003573CF,17. izredna seja Državnega zbora,23092022,slovenia_18_Izredna_0_23092022,https://365.rtvslo.si/embed/174901347?a=1&d=1,Državni zbor (18. Izredna),slovenia_2022_17_izredna_0_23092022_slovenia_18_Izredna_0_23092022
slovenia_2022_18_izredna_0_23092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=1B9205BABCAEA9A3C125890900329306,18. izredna seja Državnega zbora,23092022,slovenia_17_Izredna_0_23092022,https://365.rtvslo.si/embed/174901210?a=1&d=1,Državni zbor (17. Izredna),slovenia_2022_18_izredna_0_23092022_slovenia_17_Izredna_0_23092022
slovenia_2022_18_izredna_0_23092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=1B9205BABCAEA9A3C125890900329306,18. izredna seja Državnega zbora,23092022,slovenia_17_Izredna_1_23092022,https://365.rtvslo.si/embed/%0A174901285?a=1&d=1,Državni zbor (17. Izredna),slovenia_2022_18_izredna_0_23092022_slovenia_17_Izredna_1_23092022
slovenia_2022_18_izredna_0_23092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=1B9205BABCAEA9A3C125890900329306,18. izredna seja Državnega zbora,23092022,slovenia_18_Izredna_0_23092022,https://365.rtvslo.si/embed/174901347?a=1&d=1,Državni zbor (18. Izredna),slovenia_2022_18_izredna_0_23092022_slovenia_18_Izredna_0_23092022
slovenia_2022_16_izredna_0_13092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=7B7C0980060B2B70C125892D002FEE43,16. izredna seja Državnega zbora,13092022,slovenia_16_Izredna_0_13092022,https://365.rtvslo.si/embed/174898847?a=1&d=1,Državni zbor (16. Izredna),slovenia_2022_16_izredna_0_13092022_slovenia_16_Izredna_0_13092022
slovenia_2022_16_izredna_0_13092022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=sz&uid=7B7C0980060B2B70C125892D002FEE43,16. izredna seja Državnega zbora,13092022,slovenia_16_Izredna_1_13092022,https://365.rtvslo.si/embed/174898852?a=1&d=1,Državni zbor (16. Izredna),slovenia_2022_16_izredna_0_13092022_slovenia_16_Izredna_1_13092022
slovenia_2022_15_izredna_0_31082022,https://www.dz-rs.si/wps/portal/Home/seje/evidenca?mandat=IX&type=mag&uid=9FA733FD26851832C12588AF002EEAC3,15. izredna seja Državnega zbora,31082022,slovenia_15_Izredna_0_31082022,https://365.rtvslo.si/embed/174895829?a=1&d=1,Državni zbor (15. Izredna),slovenia_2022_15_izredna_0_31082022_slovenia_15_Izredna_0_31082022
